,City,lat,lng,Population,Density,Surface,Depriv_idx,CovidCases_jan_jun_2020,MaxHospitalized_jan_jun_2020,AvgHospitalized_jan_jun_2020,Deceased_jan_jun_2020,MaxIntensiveCare_jan_jun_2020,AvgIntensiveCare_jan_jun_2020,mean_pm10_ug/m3_mean_jan_jun_2020,mean_pm10_ug/m3_std_jan_jun_2020,mean_pm10_ug/m3_median_jan_jun_2020,max_pm10_ug/m3_mean_jan_jun_2020,max_pm10_ug/m3_std_jan_jun_2020,max_pm10_ug/m3_median_jan_jun_2020,min_pm10_ug/m3_mean_jan_jun_2020,min_pm10_ug/m3_std_jan_jun_2020,min_pm10_ug/m3_median_jan_jun_2020,mean_pm10_ug/m3_mean_jan_jun_2020,mean_pm10_ug/m3_std_jan_jun_2020,mean_pm10_ug/m3_median_jan_jun_2020,mean_pm10_ug/m3_mean_2019,mean_pm10_ug/m3_std_2019,mean_pm10_ug/m3_median_2019,max_pm10_ug/m3_median_2019,max_pm10_ug/m3_mean_2019,max_pm10_ug/m3_std_2019,min_pm10_ug/m3_median_2019,min_pm10_ug/m3_mean_2019,min_pm10_ug/m3_std_2019,Zone,Region
38,Guardea,42.623382299999996,12.297664300000001,1774,45.0,39.38,-2.3348774909973145,1,1,0.05,1,0,0.0,19.344005592337552,9.501264014793618,17.00167668800728,37.26457854679653,20.304574459687323,31.501511573791504,8.535936194461781,5.242591620785934,7.123677730560303,19.344005592337552,9.501264014793618,17.00167668800728,18.522193494041684,7.862474834452004,17.165930278160992,29.53294563293457,33.96060365912032,17.114996361237367,7.810443878173827,8.745117270783203,4.8479257549906745,collinare e montana,Umbria
39,Gubbio,43.3517882,12.5772674,31324,60.0,525.78,-0.3478788435459137,76,8,1.9811320754716983,1,1,0.1792452830188679,14.966822123385365,11.667508036913016,12.899444457900719,42.82535020597688,34.40776443184617,32.755582809448235,6.06587554858281,6.264013168215238,4.572859525680542,14.966822123385365,11.667508036913016,12.899444457900719,14.772826118176944,7.402180029289348,13.060206114598383,33.00482177734375,39.51239545116686,23.080177741334023,5.479633331298828,6.227166515343809,4.163996845645729,collinare e montana,Umbria
40,Lisciano_Niccone,43.246844,12.14305,600,17.0,35.18,-0.5052897334098816,0,0,0.0,0,0,0.0,16.837763073158964,12.995182372897133,14.216861207310743,30.697931546431324,23.437216630836808,25.091737747192386,8.328634055106193,6.699095784409582,6.698507070541383,16.837763073158964,12.995182372897133,14.216861207310743,16.261224761242485,7.673586769258603,14.987799068776571,25.090496063232425,28.41808514137791,14.3871122222231,7.573655128479004,8.457593489019839,4.880331261464422,collinare e montana,Umbria
41,Lugnano_in_Teverina,42.574225899999995,12.330784800000002,1433,48.0,29.83,-1.111910343170166,3,1,0.15476190476190474,0,0,0.0,18.834214660271602,8.973546884700108,16.352063989126552,36.52827104631361,19.14762704985544,31.464214324951172,8.720577784946986,5.309400104626809,7.4587135314941415,18.834214660271602,8.973546884700108,16.352063989126552,18.094530255263106,7.75300009817171,16.81290320042641,29.08489227294922,33.35558854978378,16.735251287561503,7.749216556549072,8.832425418618607,4.902028437222902,collinare e montana,Umbria
42,Magione,43.142736600000006,12.2034965,14806,114.0,129.73,-0.7848528623580933,20,4,1.1132075471698113,0,0,0.0,18.79345699305791,12.599379097041247,15.941732564658828,34.60907126521016,25.108507574197372,28.00371551513672,8.541798374155066,5.10054371826379,6.941952466964723,18.79345699305791,12.599379097041247,15.941732564658828,18.085045546395488,8.295759251025334,16.70725273593398,29.359378814697266,33.25273442725613,18.81812857238861,8.105230331420897,8.882720535748625,4.944604126752648,collinare e montana,Umbria
43,Marsciano,42.9100282,12.337041900000001,18503,115.0,161.49,0.3529401123523712,14,4,1.6792452830188682,1,1,0.4433962264150944,20.058568558683906,12.001762575953839,16.954461607912727,38.6517782001705,24.795952130722732,30.470751762390137,9.770199976779605,5.519301952382722,8.007825374603271,20.058568558683906,12.001762575953839,16.954461607912727,19.048838886221805,8.410572919836879,17.64817049083384,31.41232490539551,36.19829901603804,19.95382994244854,9.0891695022583,9.74349482941301,4.915072299232134,di valle,Umbria
44,Massa_Martana,42.773137,12.524966000000001,3697,47.0,78.41,-0.15775486826896667,4,1,0.1836734693877551,0,0,0.0,16.84525643904447,8.276889863217328,15.117925401911675,32.706600498367145,16.460188196251384,28.433539390563965,6.397159431989378,4.960344952770174,4.959315061569214,16.84525643904447,8.276889863217328,15.117925401911675,16.44982360126026,7.369913396370226,14.877347087285605,26.9643611907959,30.985341735735325,15.232146785881591,5.690634250640869,6.538061887760684,4.289229993500661,collinare e montana,Umbria
45,Monte_Castello_di_Vibio,42.8406941,12.352286300000001,1504,47.0,31.95,-1.1387327909469604,0,0,0.0,0,0,0.0,17.942039164011074,9.243839437418682,15.762263674537339,33.50028802536346,18.496221641280595,28.41843414306641,8.974484715487929,5.3117708461399245,7.261636018753053,17.942039164011074,9.243839437418682,15.762263674537339,17.46811448960816,7.53546351903925,16.200014032920198,26.99950408935547,30.651950705541324,15.562025206118513,8.564888000488281,9.239436970998165,,collinare e montana,Umbria
46,Monte_Santa_Maria_Tiberina,43.4377812,12.1625435,1144,16.0,72.53,-0.77161705493927,0,0,0.0,0,0,0.0,15.67742820771558,12.575210235867784,12.932452582004592,30.77007701370742,23.75063210058709,26.04197120666504,6.992995721953256,7.05793370651579,5.067569971084595,15.67742820771558,12.575210235867784,12.932452582004592,15.117052168606872,7.412684744562568,13.691112818150986,25.6727294921875,28.779618102557038,15.367225358513195,5.959976196289063,7.0524846557068495,4.720476152579661,collinare e montana,Umbria
47,Montecastrilli,42.652434,12.488567,4936,79.0,62.43,-0.03292367607355118,6,2,0.4056603773584906,0,1,0.05660377358490566,18.39832564227896,8.541897233939444,16.63396280967828,33.941312224000356,16.02081886900752,29.51943397521973,10.819066367961547,5.91843961024896,8.90808916091919,18.39832564227896,8.541897233939444,16.63396280967828,17.885539750893763,7.645820749096345,16.383932474887732,28.289764404296875,32.407853082108176,15.971882919628367,9.80292797088623,10.499817181286746,5.138488172388847,collinare e montana,Umbria
48,Montecchio,42.663533,12.286862,1597,32.0,49.22,-1.4462810754776,2,0,0.0,1,0,0.0,16.624269441507536,8.165095488427182,14.441255553432233,34.364455799480055,18.027747273604948,29.80585479736328,7.248856661083933,5.159854883019658,5.771510124206543,16.624269441507536,8.165095488427182,14.441255553432233,16.419461577262098,7.327017879293053,15.371721039028287,27.90963363647461,31.6925044281842,15.587564037106633,6.605507373809815,7.577602807952932,4.676252288143038,collinare e montana,Umbria
49,Montefalco,42.8918739,12.650067300000002,5505,79.0,69.51,-0.7236524820327759,1,0,0.0,0,0,0.0,19.8323015677505,10.428422110045245,16.828565893239446,32.79091502283956,18.05486543203943,28.04682731628418,11.781404719247925,6.67425103736773,9.41196870803833,19.8323015677505,10.428422110045245,16.828565893239446,18.757259947780515,8.272939604684668,17.053632558054396,25.759174346923828,29.916791209129443,15.643063859910765,10.600278854370117,11.255245957962458,5.495154396738188,collinare e montana,Umbria
